Date,SP500,VIXCLS,DJIA,HY_BOND_IDX
2024-10-03,5699.94,20.49,42011.59,624.49
2024-10-04,5751.07,19.21,42352.75,620.34
2024-10-07,5695.94,22.64,41954.24,618.75
2024-10-08,5751.13,21.42,42080.37,618.97
2024-10-09,5792.04,20.86,42512.0,617.53
2024-10-10,5780.05,20.93,42454.12,617.78
2024-10-11,5815.03,20.46,42863.86,617.91
2024-10-14,5859.85,19.7,43065.22,618.17
2024-10-15,5815.26,20.64,42740.42,620.42
2024-10-16,5842.47,19.58,43077.7,621.53
2024-10-17,5841.47,19.11,43239.05,618.87
2024-10-18,5864.67,18.03,43275.91,618.95
2024-10-21,5853.98,18.37,42931.6,614.02
2024-10-22,5851.2,18.2,42924.89,613.3
2024-10-23,5797.42,19.24,42514.95,611.94
2024-10-24,5809.86,19.08,42374.36,613.14
2024-10-25,5808.12,20.33,42114.4,612.17
2024-10-28,5823.52,19.8,42387.57,611.29
2024-10-29,5832.92,19.34,42233.05,611.52
2024-10-30,5813.67,20.35,42141.54,611.15
2024-10-31,5705.45,23.16,41763.46,610.17
2024-11-01,5728.8,21.88,42052.19,603.55
2024-11-04,5712.69,21.98,41794.6,610.08
2024-11-05,5782.76,20.49,42221.88,611.23
2024-11-06,5929.04,16.27,43729.93,607.23
2024-11-07,5973.1,15.2,43729.34,612.56
2024-11-08,5995.54,14.94,43988.99,614.12
2024-11-11,6001.35,14.97,44293.13,614.38
2024-11-12,5983.99,14.71,43910.98,609.21
2024-11-13,5985.38,14.02,43958.19,608.17
2024-11-14,5949.17,14.31,43750.86,607.62
2024-11-15,5870.62,16.14,43444.99,607.35
2024-11-18,5893.62,15.58,43389.6,609.03
2024-11-19,5916.98,16.35,43268.94,609.94
2024-11-20,5917.11,17.16,43408.47,608.84
2024-11-21,5948.71,16.87,43870.35,608.63
2024-11-22,5969.34,15.24,44296.51,608.84
2024-11-25,5987.37,14.6,44736.57,615.03
2024-11-26,6021.63,14.1,44860.31,613.39
2024-11-27,5998.74,14.1,44722.06,614.92
2024-11-29,6032.38,13.51,44910.65,617.68
2024-12-02,6047.15,13.34,44782.0,618.61
2024-12-03,6049.88,13.3,44705.53,617.56
2024-12-04,6086.49,13.45,45014.04,619.77
2024-12-05,6075.11,13.54,44765.71,619.77
2024-12-06,6090.27,12.77,44642.52,621.06
2024-12-09,6052.85,14.19,44401.93,619.74
2024-12-10,6034.91,14.18,44247.83,619.18
2024-12-11,6084.19,13.58,44148.56,618.42
2024-12-12,6051.25,13.92,43914.12,615.97
2024-12-13,6051.09,13.81,43828.06,613.56
2024-12-16,6074.08,14.69,43717.48,614.11
2024-12-17,6050.61,15.87,43449.9,613.71
2024-12-18,5872.16,27.62,42326.87,609.39
2024-12-19,5867.08,24.09,42342.24,605.6
2024-12-20,5930.85,18.36,42840.26,607.13
2024-12-23,5974.07,16.78,42906.95,605.28
2024-12-24,6040.04,14.27,43297.03,605.7
2024-12-26,6037.59,14.73,43325.8,606.54
2024-12-27,5970.84,15.95,42992.21,605.28
2024-12-30,5906.94,17.4,42573.73,608.2
2024-12-31,5881.63,17.35,42544.22,606.71
2025-01-02,5868.55,17.93,42392.27,607.03
2025-01-03,5942.47,16.13,42732.13,605.9
2025-01-06,5975.38,16.04,42706.56,604.89
2025-01-07,5909.03,17.82,42528.36,602.29
2025-01-08,5918.25,17.7,42635.2,603.19
2025-01-09,5918.25,18.07,42635.2,602.8
2025-01-10,5827.04,19.54,41938.45,599.33
2025-01-13,5836.22,19.19,42297.12,598.27
2025-01-14,5842.91,18.71,42518.28,598.23
2025-01-15,5949.91,16.12,43221.55,604.29
2025-01-16,5937.34,16.6,43153.13,605.85
2025-01-17,5996.66,15.97,43487.83,606.19
2025-01-21,6049.24,15.06,44025.81,608.82
2025-01-22,6086.37,15.1,44156.73,607.62
2025-01-23,6118.71,15.02,44565.07,606.19
2025-01-24,6101.24,14.85,44424.25,607.44
2025-01-27,6012.28,17.9,44713.58,610.77
2025-01-28,6067.7,16.41,44850.35,610.91
2025-01-29,6039.31,16.56,44713.52,610.3
2025-01-30,6071.17,15.84,44882.13,611.49
2025-01-31,6040.53,16.43,44544.66,610.55
2025-02-03,5994.57,18.62,44421.91,610.74
2025-02-04,6037.88,17.21,44556.04,612.15
2025-02-05,6061.48,15.77,44873.28,615.46
2025-02-06,6083.57,15.5,44747.63,614.77
2025-02-07,6025.99,16.54,44303.4,612.73
2025-02-10,6066.44,15.81,44470.41,612.68
2025-02-11,6068.5,16.02,44593.65,611.56
2025-02-12,6051.97,15.89,44368.56,608.55
2025-02-13,6115.07,15.1,44711.43,612.67
2025-02-14,6114.63,14.77,44546.08,615.14
2025-02-18,6129.58,15.35,44556.34,612.99
2025-02-19,6144.15,15.27,44627.59,613.65
2025-02-20,6117.52,15.66,44176.65,614.71
2025-02-21,6013.13,18.21,43428.02,617.24
2025-02-24,5983.25,18.98,43461.21,618.35
2025-02-25,5955.25,19.43,43621.16,621.77
2025-02-26,5956.06,19.1,43433.12,623.07
2025-02-27,5861.57,21.13,43239.5,621.86
2025-02-28,5954.5,19.63,43840.91,623.76
2025-03-03,5849.72,22.78,43191.24,625.58
2025-03-04,5778.15,23.51,42520.99,623.39
2025-03-05,5842.63,21.93,43006.59,621.6
2025-03-06,5738.52,24.87,42579.08,620.78
2025-03-07,5770.2,23.37,42801.72,619.66
2025-03-10,5614.56,27.86,41911.71,622.43
2025-03-11,5572.07,26.92,41433.48,619.17
2025-03-12,5599.3,24.23,41350.93,617.69
2025-03-13,5521.52,24.66,40813.57,618.54
2025-03-14,5638.94,21.77,41488.19,617.9
2025-03-17,5675.12,20.51,41841.63,619.17
2025-03-18,5614.66,21.7,41581.31,620.07
2025-03-19,5675.29,19.9,41964.63,622.41
2025-03-20,5662.89,19.8,41953.32,623.26
2025-03-21,5667.56,19.28,41985.35,622.05
2025-03-24,5767.57,17.48,42583.32,619.74
2025-03-25,5776.65,17.15,42587.5,620.81
2025-03-26,5712.2,18.33,42454.79,619.2
2025-03-27,5693.31,18.69,42299.7,618.27
2025-03-28,5580.94,21.65,41583.9,621.51
2025-03-31,5611.85,22.28,42001.76,622.97
2025-04-01,5633.07,21.77,41989.96,624.42
2025-04-02,5670.97,21.51,42225.32,624.53
2025-04-03,5396.52,30.02,40545.93,625.89
2025-04-04,5074.08,45.31,38314.86,623.72
2025-04-07,5062.25,46.98,37965.6,614.92
2025-04-08,4982.77,52.33,37645.59,612.02
2025-04-09,5456.9,33.62,40608.45,610.46
2025-04-10,5268.05,40.72,39593.66,607.88
2025-04-11,5363.36,37.56,40212.71,605.54
2025-04-14,5405.97,30.89,40524.79,610.76
2025-04-15,5396.63,30.12,40368.96,613.01
2025-04-16,5275.7,32.64,39669.39,615.7
2025-04-17,5282.7,29.65,39142.23,614.71
2025-04-21,5158.2,33.82,38170.41,611.11
2025-04-22,5287.76,30.57,39186.98,612.43
2025-04-23,5375.86,28.45,39606.57,614.63
2025-04-24,5484.77,26.47,40093.4,618.3
2025-04-25,5525.21,24.84,40113.5,621.32
2025-04-28,5528.75,25.15,40227.59,623.45
2025-04-29,5560.83,24.17,40527.62,624.65
2025-04-30,5569.06,24.7,40669.36,624.08
2025-05-01,5604.14,24.6,40752.96,621.42
2025-05-02,5686.67,22.68,41317.43,619.32
2025-05-05,5650.38,23.64,41218.83,618.86
2025-05-06,5606.91,24.76,40829.0,620.32
2025-05-07,5631.28,23.55,41113.97,622.0
2025-05-08,5663.94,22.48,41368.45,619.06
2025-05-09,5659.91,21.9,41249.38,619.56
2025-05-12,5844.19,18.39,42410.1,618.35
2025-05-13,5886.55,18.22,42140.43,618.98
2025-05-14,5892.58,18.62,42051.06,617.33
2025-05-15,5916.93,17.83,42322.75,620.53
2025-05-16,5958.38,17.24,42654.74,621.34
2025-05-19,5963.6,18.14,42792.07,621.51
2025-05-20,5940.46,18.09,42677.24,621.22
2025-05-21,5844.61,20.87,41860.44,616.82
2025-05-22,5842.01,20.28,41859.09,618.45
2025-05-23,5802.82,22.29,41603.07,619.29
2025-05-27,5921.54,18.96,42343.65,623.14
2025-05-28,5888.55,19.31,42098.7,622.05
2025-05-29,5912.17,19.18,42215.73,624.35
2025-05-30,5911.69,18.57,42270.07,625.61
2025-06-02,5935.94,18.36,42305.48,624.15
2025-06-03,5970.37,17.69,42519.64,624.7
2025-06-04,5970.81,17.61,42427.74,628.85
2025-06-05,5939.3,18.48,42319.74,627.28
2025-06-06,6000.36,16.77,42762.87,623.63
2025-06-09,6005.88,17.16,42761.76,625.1
2025-06-10,6038.81,16.95,42866.87,626.03
2025-06-11,6022.24,17.26,42865.77,628.41
2025-06-12,6045.26,18.02,42967.62,630.76
2025-06-13,5976.97,20.82,42197.79,628.35
2025-06-16,6033.11,19.11,42515.09,627.35
2025-06-17,5982.72,21.6,42215.8,629.77
2025-06-18,5980.87,20.14,42171.66,629.79
2025-06-19,5980.87,22.17,42171.66,629.88
2025-06-20,5967.84,20.62,42206.82,630.26
2025-06-23,6025.17,19.83,42581.78,632.04
2025-06-24,6092.18,17.48,43089.02,634.59
2025-06-25,6092.16,16.76,42982.43,634.99
2025-06-26,6141.02,16.59,43386.84,636.64
2025-06-27,6173.07,16.32,43819.27,635.6
2025-06-30,6204.95,16.73,44094.77,638.71
2025-07-01,6198.01,16.83,44494.94,638.84
2025-07-02,6227.42,16.64,44484.42,638.54
2025-07-03,6279.35,16.38,44828.53,637.32
2025-07-07,6229.98,17.79,44406.36,635.59
2025-07-08,6225.52,16.81,44240.76,634.47
2025-07-09,6263.26,15.94,44458.3,636.62
2025-07-10,6280.46,15.78,44650.64,636.77
2025-07-11,6259.75,16.4,44371.51,633.85
2025-07-14,6268.56,17.2,44459.65,633.92
2025-07-15,6243.76,17.38,44023.29,632.39
2025-07-16,6263.7,17.16,44254.78,633.92
2025-07-17,6297.36,16.52,44484.49,634.28
2025-07-18,6296.79,16.41,44342.19,635.65
2025-07-21,6305.6,16.65,44323.07,637.96
2025-07-22,6309.62,16.5,44502.44,639.12
2025-07-23,6358.91,15.37,45010.29,637.91
2025-07-24,6363.35,15.39,44693.91,637.58
2025-07-25,6388.64,14.93,44901.92,639.08
2025-07-28,6389.77,15.03,44837.56,638.4
2025-07-29,6370.86,15.98,44632.99,641.61
2025-07-30,6362.9,15.48,44461.28,639.99
2025-07-31,6339.39,16.72,44130.98,640.54
2025-08-01,6238.01,20.38,43588.58,645.19
2025-08-04,6329.94,17.52,44173.64,646.13
2025-08-05,6299.19,17.85,44111.74,646.1
2025-08-06,6345.06,16.77,44193.12,645.85
2025-08-07,6340.0,16.57,43968.64,645.86
2025-08-08,6389.45,15.15,44175.61,644.29
2025-08-11,6373.45,16.25,43975.09,644.48
2025-08-12,6445.76,14.73,44458.61,644.6
2025-08-13,6466.58,14.49,44922.27,647.56
2025-08-14,6468.54,14.83,44911.26,645.79
2025-08-15,6449.8,15.09,44946.12,645.23
2025-08-18,6449.15,14.99,44911.82,644.89
2025-08-19,6411.37,15.57,44922.27,645.81
2025-08-20,6395.78,15.69,44938.31,646.01
2025-08-21,6370.17,16.6,44785.5,644.33
2025-08-22,6466.91,14.22,45631.74,647.76
2025-08-25,6439.32,14.79,45282.47,647.28
2025-08-26,6465.94,14.62,45418.07,647.81
2025-08-27,6481.4,14.85,45565.23,648.38
2025-08-28,6501.86,14.43,45636.9,649.64
2025-08-29,6460.26,15.36,45544.88,648.31
2025-09-02,6415.54,17.17,45295.81,646.31
2025-09-03,6448.26,16.35,45271.23,648.88
2025-09-04,6502.08,15.3,45621.29,652.25
2025-09-05,6481.5,15.18,45400.86,655.64
2025-09-08,6495.15,15.11,45514.95,657.73
2025-09-09,6512.61,15.04,45711.34,656.31
2025-09-10,6532.04,15.35,45490.92,658.52
2025-09-11,6587.47,14.71,46108.0,660.16
2025-09-12,6584.29,14.76,45834.22,659.02
2025-09-15,6615.28,15.69,45883.45,660.8
2025-09-16,6606.76,16.36,45757.9,661.14
2025-09-17,6600.35,15.72,46018.32,659.66
2025-09-18,6631.96,15.7,46142.42,658.57
2025-09-19,6664.36,15.45,46315.27,658.61
2025-09-22,6693.75,16.1,46381.54,657.87
2025-09-23,6656.92,16.64,46292.78,659.25
2025-09-24,6637.97,16.18,46121.28,657.35
2025-09-25,6604.72,16.74,45947.32,655.68
2025-09-26,6643.7,15.29,46247.29,655.77
2025-09-29,6661.21,16.12,46316.07,657.82
2025-09-30,6688.46,16.28,46397.89,657.4
2025-10-01,6711.2,16.29,46441.1,659.42
